address,title,area,sex_landlord,rent_cost_day,name_landlord,layout,city,sumpeople,beds,link,rate
湖南省长沙市岳麓区含光路241号,岳麓山桔子洲头渔人码头北欧简约大床房1517,45平米,Female,188,彩庐姐姐,1室0厅1卫1厨0阳台,长沙,宜住2人,共1张,http://cs.xiaozhu.com/fangzi/10411010359.html,4.6分
湖南省长沙市天心区书院路创远景园,五一商圈湘江中路江景房,32平米,Female,288,志玲妹妹,6室2厅2卫1厨4阳台,长沙,宜住2人,共1张,http://cs.xiaozhu.com/fangzi/3339206630.html,5分
湖南省长沙市开福区五一中央领域,市中心五一广场地铁口安温馨简约欧三房,90平米,Male,488,星城偶遇,3室1厅1卫1厨1阳台,长沙,宜住6人,共3张,http://cs.xiaozhu.com/fangzi/13757515702.html,5分
湖南省长沙市芙蓉区五一广场南阳街8号壹号公馆,五一广场地铁双线交叉口豪华尊享复古欧式一居,45平米,Female,358,小小猪窝Wo,1室1厅1卫1厨0阳台,长沙,宜住2人,共1张,http://cs.xiaozhu.com/fangzi/3502700630.html,5分
湖南省长沙市芙蓉区五一广场藩城堤巷89号五一中央领御,五一广场正地铁口 全新欧式精装两室,88平米,Female,388,为为的小窝,2室1厅1卫1厨1阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/8188027115.html,5分
湖南省长沙市天心区书院路创远景园,五一商圈内可看湘江的复式楼,320平米,Female,1280,志玲妹妹,6室2厅2卫1厨4阳台,长沙,宜住大于10人,共7张,http://cs.xiaozhu.com/fangzi/4018171629.html,4.9分
湖南省长沙市天心区湘江中路二段18号江与城,【特价月】地铁2号线湘江中路站无敌江景赏烟花,63平米,Male,309,virgo_1908,1室1厅1卫1厨0阳台,长沙,宜住2人,共1张,http://cs.xiaozhu.com/fangzi/8026979016.html,5分
湖南省长沙市芙蓉区芙蓉广场湘域城邦,芙蓉广场市中心地铁口豪华大两居,82平米,Female,398,josephine1106,2室2厅1卫1厨1阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/9071211563.html,4.9分
湖南省长沙市芙蓉区五一广场藩城堤巷89号五一中央领御,五一广场正地铁口 江景三房全景烟花,120平米,Female,558,为为的小窝,3室2厅1卫1厨1阳台,长沙,宜住6人,共3张,http://cs.xiaozhu.com/fangzi/6998314815.html,4.9分
湖南省长沙市芙蓉区南阳街8号壹号公馆,五一广场地铁口太平街欧式豪华两居,80平米,Male,488,优觅u_me,2室2厅1卫1厨0阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/16332683003.html,nan
湖南省长沙市天心区书院路创远景园,湘江风光带对面带阳台阳光充足大床房,25平米,Female,198,志玲妹妹,6室2厅2卫1厨4阳台,长沙,宜住2人,共1张,http://cs.xiaozhu.com/fangzi/4016672729.html,4.9分
湖南省长沙市芙蓉区芙蓉广场湘域城邦,warmhouse五一广场地铁口精装大两居,90平米,Female,398,josephine1106,2室2厅1卫1厨1阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/4840954314.html,5分
湖南省长沙市雨花区湘府东路199号,近高铁能住八到十二人四室两厅大套间可聚会,174平米,Female,798,猪小阳,4室2厅2卫1厨3阳台,长沙,宜住8人,共4张,http://cs.xiaozhu.com/fangzi/1894853170.html,5分
湖南省长沙市芙蓉区五一广场藩城堤巷89号五一中央领御,市中心五一广场地铁口 江景温馨套房三室一厅,108平米,Female,488,为为的小窝,3室1厅1卫1厨1阳台,长沙,宜住6人,共3张,http://cs.xiaozhu.com/fangzi/16629598201.html,nan
湖南省长沙市天心区书院路521号书院观邸3幢,市中心温馨两房整套出租交通便利,82平米,Female,328,贤惠晶,2室2厅1卫1厨1阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/17407683803.html,5分
湖南省长沙市开福区五一西路936号五一中央领御,五一广场正地铁口 轻奢中式风两居室,87平米,Female,328,沙拉长公主,2室2厅1卫1厨1阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/5088588914.html,5分
湖南省长沙市天心区湘江中路二段18号江与城,地铁2号线五一广场湘江中路站一线江景双床房,63平米,Male,369,virgo_1908,1室1厅1卫0厨0阳台,长沙,宜住4人,共2张,http://cs.xiaozhu.com/fangzi/18863187103.html,nan
湖南省长沙市芙蓉区五一广场藩城堤巷89号五一中央领御,五一广场江景豪华三房可看橘子洲头烟火（地铁口,120平米,Female,558,为为的小窝,3室2厅1卫1厨1阳台,长沙,宜住6人,共3张,http://cs.xiaozhu.com/fangzi/4756803014.html,5分
湖南省长沙市天心区书院路创远景园,五一商圈湘江边上北欧feel～,18平米,Female,158,志玲妹妹,6室2厅2卫1厨4阳台,长沙,宜住2人,共1张,http://cs.xiaozhu.com/fangzi/4016379529.html,4.9分
湖北省武汉市江汉区发展大道白金领域B座,colour house汉口火车站温馨情侣房,30平米,Female,198,宋小玛,1室1厅1卫0厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/17495771403.html,5分
湖北省武汉市洪山区金地中心城东区2栋,光谷广场地铁高档小区豪华装修低价奢华享受,15平米,Female,138,红草根lhm168,3室2厅1卫1厨1阳台,武汉,宜住1人,共1张,http://wh.xiaozhu.com/fangzi/3377785829.html,5分
湖北省武汉市洪山区珞狮路南国大家装江南店,南国大家装 街道口地铁站  温馨大床房整租,42平米,Male,188,夏朵花园民宿,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/18496588301.html,5分
湖北省武汉市武昌区中山路汉宫银座,昙华林积玉桥二号线无敌江景阳光房,50平米,Female,238,fayewong0210,1室1厅1卫1厨0阳台,武汉,宜住3人,共2张,http://wh.xiaozhu.com/fangzi/4479652814.html,4.9分
湖北省武汉市洪山区张家湾烽胜路佳兆业金域天下1期,距离武昌火车站10分钟的85后房东家,15平米,Female,128,AlinaJiang,2室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/1601914235.html,4.9分
湖北省武汉市洪山区曙光星城A区,光谷步行街中南民族大学旁酒店式公寓-辰之恋,50平米,Female,238,弥鹭,1室1厅1卫1厨2阳台,武汉,宜住3人,共2张,http://wh.xiaozhu.com/fangzi/18393209503.html,nan
湖北省武汉市江岸区建设新村御华园一栋,二七滨江商务区高层钢琴地铁阳光充沛江景三房,115平米,Female,359,浪漫满屋ing,3室2厅1卫1厨1阳台,武汉,宜住5人,共3张,http://wh.xiaozhu.com/fangzi/5534131413.html,5分
湖北省武汉市洪山区东湖楚天府,近武汉大学东湖风景区广埠屯地铁站街道口商圈,40平米,Male,239,摩登摩登,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/16012108803.html,nan
湖北省武汉市硚口区江山如画四期1号楼,虫姐家悦江小筑 近黄鹤楼户部巷地铁口温馨一房,53平米,Female,238,虫姐家,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/10130905860.html,5分
湖北省武汉市汉阳区五里新村马沧湖路88号 美好范米粒,紧邻地铁口，温馨舒适欧式田园新房，近眺归元寺,35平米,Female,208,娅娅的窝,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/9874023360.html,5分
湖北省武汉市洪山区泓悦府,红晓 温馨月租通风安静宝通寺街道口理工大华师,8平米,Male,89,lisi,4室2厅1卫1厨1阳台,武汉,宜住1人,共1张,http://wh.xiaozhu.com/fangzi/5747065314.html,5分
湖北省武汉市洪山区关山大道坐标城九台别墅,整套关山光谷天地别墅轰趴台球桌游聚会茶酒吧,70平米,Female,208,茸述Ronsune,1室1厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/15890714001.html,4.8分
湖北省武汉市江汉区常青路福星惠誉福城小区,汉口火车站旁、城市中心商业区、地铁电梯公寓,60平米,Female,238,王九敏,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/13063485202.html,4.9分
湖北省武汉市武昌区中北路兴国北路东沙公寓,汉街附近，临4号线，豪华大床房。,25平米,Male,178,徐德智,5室1厅3卫1厨2阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/8089889915.html,5分
湖北省武汉市洪山区杨家湾地铁口永利国际,倾城之恋 北欧风情公寓地铁2号线光谷武大东湖,40平米,Female,198,misshxf,1室1厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/8891868664.html,5分
湖北省武汉市洪山区石牌岭路鸿岭花园东区,街道口理工大旁精装温情浪漫四居室独立卫浴单间,15平米,Female,158,zhouqin76,4室2厅4卫1厨2阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6133452915.html,5分
湖北省武汉市江汉区常青一路,常青公园旁两室一厅港式豪华套房,85平米,Male,298,yorkkun2003,2室1厅1卫1厨2阳台,武汉,宜住5人,共4张,http://wh.xiaozhu.com/fangzi/1151917405.html,4.9分
湖北省武汉市洪山区石牌岭路三鸿领域小区,亚贸石牌岭理工学区旁时尚阳光精装美居,92平米,Female,288,zhouqin76,2室2厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/4390720114.html,4.9分
湖北省武汉市江汉区宝利金国际广场B座,不二民宿江汉路商圈交通便利温馨阳光房整租,45平米,Female,238,王兰英,1室0厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/10405926960.html,5分
湖北省武汉市江岸区建设新村御华园一栋,二七地铁江景通透高层钢琴大单间,12平米,Female,148,浪漫满屋ing,3室2厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/4556306613.html,nan
湖北省武汉市洪山区雄楚大道书城路18号名仕1号公寓（临近武汉理工大学南湖校区、沃尔玛、维佳佰港城购物商场、洪山区人民政府、湖北省图书城）,喜家精品民宿-理工大学图书城精装两室整租,80平米,Female,258,XIandHOME,2室2厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/8835927664.html,4.9分
湖北省武汉市洪山区书城路文馨街大华南湖公园世家,喜家精品民宿—沃尔玛理工大学精装公寓厨房整租,50平米,Male,188,阿甘GGX,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/4700972814.html,4.9分
湖北省武汉市武昌区徐东大街1号优活城2栋,楚河汉街/昙华林/户部巷/欢乐谷/复式江景房,85平米,Male,348,HomePa公寓,2室2厅2卫1厨0阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/6350860316.html,5分
湖北省武汉市江岸区一元路 胜利街194号 农机大院,美食天堂 汉口外滩中轴 市政府旁3房整租,75平米,Male,358,坐标系w,3室1厅1卫1厨1阳台,武汉,宜住5人,共3张,http://wh.xiaozhu.com/fangzi/8380957948.html,nan
湖北省武汉市武昌区石牌岭天下龙岭,静花坊·百瑞景街区旁最温馨少女情侣房,40平米,Female,208,xujing311,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/10641206960.html,nan
湖北省武汉市汉阳区鹦鹉大道290号福星惠誉福园小区,新房酬宾地铁江景房古琴台归元寺国博黄鹤楼东湖,60平米,Female,198,公寓房君姐,1室1厅2卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/13797231802.html,nan
湖北省武汉市洪山区雄楚大道雄楚一号,近光谷广场地铁站光谷步行街高档小区大两室整租,98平米,Female,278,shuaili519,2室2厅1卫1厨1阳台,武汉,宜住6人,共4张,http://wh.xiaozhu.com/fangzi/2918589463.html,4.8分
湖北省武汉市洪山区光谷步行街-关山口-华中科技大学-光谷体育馆-卧龙剑桥春天小区,华科旁近光谷步行街省中医院地铁口山景双床公寓,56平米,Male,179,松歌,1室0厅1卫1厨0阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/4046330529.html,4.9分
湖北省武汉市硚口区韩家墩街,古田三路轻轨口君尚豪华套房,130平米,Female,599,君尚,3室1厅1卫1厨1阳台,武汉,宜住7人,共5张,http://wh.xiaozhu.com/fangzi/1417187635.html,5分
湖北省武汉市江汉区王家墩东地铁站万松园雪松路统建千禧园,市中心汉口火车站2号线地铁雪松美食街谢绝男生,40平米,Female,139,如意666,4室2厅2卫1厨3阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/2770868362.html,5分
湖北省武汉市江岸区中城国际公安路17号,汉口江滩江景房，中山大道地铁旁中城国际,80平米,Female,399,dujing1129,2室2厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/3495578330.html,5分
湖北省武汉市洪山区雄楚大街1008号,光谷商圈多条交通线直达日式清新简约三居室次卧,8平米,Female,125,Fanniee,3室2厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/14983550001.html,5分
湖北省武汉市武昌区锦坤公寓F717,8.5折大热促|黄鹤楼|江滩轮渡|地铁直达|,45平米,Male,223,张胖胖不胖,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/8142994516.html,4.8分
湖北省武汉市江汉区江汉路步行街长盛大厦,江汉路步行街豪华欧式风1室1厅1厨1卫整租。,50平米,Female,268,宸伊,1室1厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6852034016.html,5分
湖北省武汉市江岸区花楼街宝丽金国际广场B座,【拾光小屋】北欧主题房/江汉路站/王府井,40平米,Female,175,萌飘飘啊,1室0厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/10165556860.html,5分
湖北省武汉市武昌区武铁佳苑,《蜜巢·toys house》成人的玩具屋,100平米,Male,399,CYPALY,2室1厅1卫1厨1阳台,武汉,宜住2人,共2张,http://wh.xiaozhu.com/fangzi/9038259664.html,4.9分
湖北省武汉市洪山区光谷华科体育馆剑桥春天,近光谷步行街省中医院华科体育馆旁独立梦书屋,60平米,Male,196,松歌,1室1厅1卫1厨1阳台,武汉,宜住3人,共2张,http://wh.xiaozhu.com/fangzi/3205800430.html,4.9分
湖北省武汉市武昌区临江大道88附17号锦坤公寓楼,落地江景房|黄鹤楼|江滩|全套厨具|地铁直达,45平米,Male,246,张胖胖不胖,1室0厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/9609096164.html,4.9分
湖北省武汉市洪山区珞桂路鸿桂苑西区,街道口武汉大学/华师/理工/精致清新两居整租,72平米,Female,248,zhouqin76,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/8252162916.html,nan
湖北省武汉市武昌区中北路楚河汉街松竹路28号万达环球国际中心,楚河汉街 雕刻时光 榻榻米双床 蓝湾公寓,50平米,Male,288,蓝湾公寓,1室1厅1卫1厨1阳台,武汉,宜住5人,共2张,http://wh.xiaozhu.com/fangzi/15893181101.html,nan
湖北省武汉市洪山区友谊大道 福星惠誉国际城2期 紫领公寓,武昌徐东商圈旁 田园温馨独立卫生间整租公寓,42平米,Female,178,酱酱小姐,1室1厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6480347616.html,5分
湖北省武汉市洪山区石牌岭路333号天下龙岭广场,慢宿 街道口石牌岭智能家居主卧独享客厅及书房,40平米,Male,136,Andrew_Chung,2室2厅1卫1厨2阳台,武汉,宜住2人,共2张,http://wh.xiaozhu.com/fangzi/10107842860.html,4.8分
湖北省武汉市汉阳区拦江路迎江华庭,一线江景房地铁三镇中心配套齐全旅游聚会首选,135平米,Male,308,江枫6051,3室2厅2卫1厨2阳台,武汉,宜住6人,共4张,http://wh.xiaozhu.com/fangzi/6772599816.html,5分
湖北省武汉市洪山区光谷一路成园小区,光谷黄金地段电梯公寓、旅游度假住宿的绝佳选择,50平米,Female,198,王九敏,1室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/8153365416.html,4.8分
湖北省武汉市洪山区八一路楚天府,武汉大学东湖风景区火焰南山湖景房整租,50平米,Female,298,慢时光美宿,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/17292363501.html,5分
湖北省武汉市洪山区石牌岭路鸿岭花园东区,理工大亚贸旁靓丽温馨阳光四居独立卫浴豪华单间,25平米,Female,168,zhouqin76,4室2厅4卫1厨2阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6040160215.html,nan
湖北省武汉市武昌区团结村福星惠誉,地铁销品茂福客茂徐东酒吧设计影院棋牌公寓套房,93平米,Female,299,zhouxuan901,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/8474228364.html,4.9分
湖北省武汉市洪山区幸福路22号,武大/华师/理工/珞南/奢华麻将精品两居,92平米,Female,298,zhouqin76,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/8837814164.html,nan
湖北省武汉市武昌区中北路楚河汉街松竹路28号万达环球国际中心,楚河汉街 心素如简 阳光大床房 蓝湾公寓,45平米,Male,238,蓝湾公寓,1室1厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/9054429963.html,nan
湖北省武汉市洪山区三角路水岸国际SOHO公寓2号楼,湖北大学旁精装公寓两房一厅一厨一卫整租,78平米,Female,368,温馨公寓欢乐谷店,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/14040838203.html,5分
湖北省武汉市武昌区积玉路,汉宫银座精品贵族公寓！专注高端品质！,50平米,Female,198,新时代汉宫银座公寓,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/73491701.html,4.7分
湖北省武汉市江岸区民生路花樓街中央榮御B1座,江漢路地鐵站萬達Happy站台獅子主題大床房,15平米,Female,168,fayewong0210,3室2厅2卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/2766210163.html,nan
湖北省武汉市洪山区虎泉城投瀚城摩卡公馆,虎泉温馨精装公寓/小橙公寓,37平米,Male,136,小橙公寓,1室0厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/15937521603.html,nan
湖北省武汉市武昌区水域天际49栋,近武昌火车站南湖佰港城时尚公寓,45平米,Female,199,陈彩莲,1室1厅1卫1厨1阳台,武汉,宜住3人,共1张,http://wh.xiaozhu.com/fangzi/10252657160.html,5分
湖北省武汉市武昌区徐东大街中北路华腾园,《恋家》！！！徐东商圈4号线阳光温馨整租房,50平米,Female,188,123YY123,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/10798205260.html,nan
湖北省武汉市洪山区八一路340东湖楚天府9栋,七月武汉大学东湖边地铁温馨小清新酒店公寓,40平米,Female,209,_七月_的共享公寓,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/14172170803.html,5分
湖北省武汉市洪山区关山大道坐标城九台别墅,畅住关山光谷天地200平院落总裁别墅文艺聚会,220平米,Female,666,茸述Ronsune,3室2厅1卫1厨1阳台,武汉,宜住4人,共4张,http://wh.xiaozhu.com/fangzi/10698895260.html,4.7分
湖北省武汉市武昌区武昌火车站旁雄楚大道,武昌火车站地铁四号线旁精装温馨高品质二居室,72平米,Female,258,zhouqin76,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/4005679430.html,4.9分
湖北省武汉市洪山区光谷步行街尚都公寓,光谷步行街正中心位置尚都公寓 地铁口附近,58平米,Female,238,呵呵甜甜圈,1室1厅1卫1厨1阳台,武汉,宜住2人,共2张,http://wh.xiaozhu.com/fangzi/9923937360.html,nan
湖北省武汉市江汉区万松园横路圣淘沙,万松园美食 地铁站西园 武汉广场大床独立公寓,47平米,Female,228,LoveStef,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6047113616.html,4.8分
湖北省武汉市江岸区观湖铂金公寓,【湖景】Miss.San全景整洁观湖小屋,60平米,Female,268,流菲飞,1室1厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/12169378502.html,nan
湖北省武汉市江汉区宝丽金国际广场B座,市中心双地铁/英伦格调大床房/户部巷,33平米,Male,168,太现实,1室0厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/15323675403.html,4.9分
湖北省武汉市洪山区珞狮南路南湖西路泰然南湖玫瑰湾,近武昌火车站理工大财大光谷美式豪装湖景大卧,20平米,Female,158,shuaili519,4室2厅2卫1厨2阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/2712202562.html,5分
湖北省武汉市洪山区虎泉城投摩卡公馆,"虎泉地铁站,靠近光谷BRT直达",37平米,Male,136,小橙公寓,1室0厅1卫1厨0阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/15043664601.html,5分
湖北省武汉市武昌区洪山区荣院路八一花园玫瑰苑D1,南湖边民大旁 近光谷 整套公寓可做饭,37平米,Female,178,原本民宿,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/8606673664.html,4.9分
湖北省武汉市洪山区八一路楚天府九栋,近广埠屯地铁东湖武汉大学旁影院简约大床房,38平米,Male,218,偶遇美宿,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/15018282803.html,4.9分
湖北省武汉市洪山区光谷大道当代国际花园铂公馆17号楼雅乐庭公寓,光谷金融港对面的复式精装大三房,120平米,Female,438,汪晓琴,3室2厅2卫1厨2阳台,武汉,宜住6人,共4张,http://wh.xiaozhu.com/fangzi/9334067564.html,nan
湖北省武汉市江岸区后湖大道百胜春天对面消防人家小区,后湖大道地铁电梯公寓、观景阳台、阳光大床房,35平米,Female,138,王九敏,4室1厅3卫1厨3阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6907124616.html,nan
湖北省武汉市洪山区泓悦府,红亭 月租中南武大华师理工2号地铁街道口,8平米,Male,87,lisi,4室2厅1卫1厨1阳台,武汉,宜住1人,共1张,http://wh.xiaozhu.com/fangzi/8038199615.html,nan
湖北省武汉市硚口区宝丰街,市中心1、2、6号线地铁口同济协和两房整租,76平米,Female,199,明媚小窝,2室2厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/9073292164.html,4.9分
湖北省武汉市洪山区金地自在城,近武钢体育馆/欢乐谷/武汉站/地铁两室两厅,75平米,Female,368,温馨公寓欢乐谷店,2室2厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/9568340063.html,nan
湖北省武汉市硚口区古田三路罗家墩广电江湾,虫姐家书香居古田三路轻轨1号线凯德西城宜家,15平米,Female,238,虫姐家,2室2厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/10627665259.html,nan
湖北省武汉市江汉区水塔街-紫晶城炫都,地铁3分钟/武汉最中心江汉路/一室一厅小公寓,50平米,Female,218,早茶月光,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/3196463131.html,5分
湖北省武汉市洪山区八一路楚天府9栋,近广埠屯地铁东湖武汉大学旁影院欧式大床房,38平米,Male,218,偶遇美宿,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/15220245303.html,4.9分
湖北省武汉市洪山区石牌岭路鸿岭花园东区,亚贸陆总医院旁阳光精装四居独立卫浴单间,15平米,Female,158,zhouqin76,4室2厅4卫1厨2阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/6133836615.html,4.9分
湖北省武汉市江汉区黄陂街长江航运中心小区,【静心居】江汉路步行街·江景房·近地铁轮渡,48平米,Male,262,自在民宿,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/16355648703.html,5分
湖北省武汉市洪山区关山大道保利花园,绿茶私家影院文艺大3房，光谷广场步行街门口,128平米,Male,388,红松鼠之家,3室2厅2卫1厨2阳台,武汉,宜住6人,共4张,http://wh.xiaozhu.com/fangzi/3229147230.html,4.9分
湖北省武汉市江汉区宝利广场B座,江汉路宝利金广场低调奢华一居整租,35平米,Female,168,海兰若涵,1室0厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/12601931502.html,nan
湖北省武汉市汉南区观澜高尔夫公馆,5公交+地铁3和6号线，可做饭紧挨日本永旺,15平米,Male,168,夜晚的小夜曲,2室2厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/1222676605.html,4.9分
湖北省武汉市武昌区白沙州大道黄家湖福星惠誉东澜岸,黄家湖福星惠誉东澜岸新小区豪华装修次卧出租,15平米,Female,109,熊熊love,3室2厅2卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/2489388562.html,4.8分
湖北省武汉市硚口区丽水康城,宗关1/3号线地铁口/临江小区/安静舒适,15平米,Female,118,十点钟姑娘,4室1厅2卫1厨2阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/3293557330.html,4.4分
湖北省武汉市武昌区积玉桥锦坤公寓,沿江路/地铁口/小江景/清新家庭房,60平米,Female,278,月半森,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/9811515759.html,5分
湖北省武汉市武昌区友谊大道特19号友谊国际广场D+公馆,玖宫阁·钢琴·复式两房·五星床垫（昙华林旁）,83平米,Female,298,狒狒小主,2室1厅1卫1厨0阳台,武汉,宜住5人,共3张,http://wh.xiaozhu.com/fangzi/9542745964.html,5分
湖北省武汉市洪山区街道口珞狮路幸福路二十二号鸿福花园,华师/理工/珞狮路时尚温馨美居,75平米,Female,268,zhouqin76,2室1厅1卫1厨1阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/9045617064.html,4.9分
湖北省武汉市洪山区光谷理想城,光谷天地旁清新日式三居室豪华公寓,100平米,Female,296,弥鹭,3室2厅1卫1厨2阳台,武汉,宜住5人,共3张,http://wh.xiaozhu.com/fangzi/16791827003.html,nan
湖北省武汉市江汉区白金领域,汉口火车站旁星空loft海洋小屋,74平米,Female,298,MOON813,1室1厅1卫1厨0阳台,武汉,宜住6人,共3张,http://wh.xiaozhu.com/fangzi/4326773613.html,4.6分
湖北省武汉市武昌区中科院分院43栋,武汉 武汉大学 街道口地铁  东湖 武汉未见,11平米,Female,228,moxiaoc,2室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/12105254601.html,nan
湖北省武汉市江汉区发展大道189号白金领域,汉口火车站旁星空loft粉红小屋,62平米,Female,298,MOON813,1室1厅1卫1厨0阳台,武汉,宜住5人,共3张,http://wh.xiaozhu.com/fangzi/3358877829.html,4.8分
湖北省武汉市洪山区关山大道光谷街风度柏林小区2期,光谷步行街地铁文艺复古两房中医院华科森林公园,80平米,Female,298,悠然客栈520,2室2厅1卫1厨3阳台,武汉,宜住4人,共2张,http://wh.xiaozhu.com/fangzi/5811923914.html,5分
湖北省武汉市江岸区解放大道汉飞青年城,江滩公园+武汉天地+床上看解放公园,33平米,Male,229,史考特先生,1室1厅1卫1厨1阳台,武汉,宜住2人,共1张,http://wh.xiaozhu.com/fangzi/12448783001.html,5分
